"госуда́рственный","1) Staats-, staatlich"
"рабо́чий","1) Arbeits-, Arbeiter-"
"сто","1) hundert"
"телефо́н","1) Telefon, Fernsprecher, Telefonnummer, Nummer"
"компа́ния","1) Gesellschaft, Kompanie 2) Unternehmen, Firma"
"кру́пный","1) groß, Groß-, bedeutend 2) grob"
"откры́тый","1) offen, geöffnet, offenherzig, unbedeckt 2) Frei-, frei 3) entdeckt"
"до́ктор","1) habilitierter Doktor, Arzt, Doktor"
"принима́ть","1) nehmen, annehmen, abnehmen, entgegennehmen 2) einnehmen 3) empfangen, aufnehmen 4) einstellen 5) annehmen, beschließen, billigen, verabschieden"
"вниз","1) nach unten, hinunter-, hinab-, herunter-, herab-"
"а́втор","1) Autor, Verfasser, Komponist"
"мужи́к","1) Mann, Typ 2) Bauer"
"во́все","1) überhaupt, ganz und gar"
"интере́с","1) Interesse"
"провести́","1) durchführen, ausführen 2) durchleiten, führen, geleiten, begleiten, bringen 3) verbringen, zubringen"
"хвати́ть","1) genügen, reichen, nicht vermissen 2) ergreifen, greifen, erwischen, hinlangen, packen, fassen, schnappen, zupacken 3) reichen"
"дво́е","1) zwei"
"споко́йно","1) ruhig, still 2) gelassen, friedlich, "
"ме́стный","1) örtlich, Orts-, Lokal-, ortsansässig, hiesig"
"лейтена́нт","1) Leutnant"
"ору́жие","1) Waffe, Waffen, Mittel"
"игра́","1) Spiel, Spielen"
"приходи́ться","1) müssen, genötigt sein 2) in Beziehung oder Verhältnis stehen, (hinein)passen 3) entfallen, zustehen"
"кри́кнуть","1) schreien, rufen 2) weinen, jammern, klagen 3) aufschreien 4) anschreien, anschnauben 5) zurufen"
"попроси́ть","1) bitten,  2) ersuchen"
"тре́бовать","1) fordern, verlangen, erfordern, bedürfen"
"бой","1) Kampf, Gefecht, Schlacht 2) Schlag, Schlagen, Zerschlagen"
"ка́чество","1) Qualität, Güte 2) Eigenschaft, Beschaffenheit"
"смея́ться","1) lachen 2) auslachen, sich lustig machen, "
"родно́й","1) verwandt, leiblich blutsverwandt, eigen"
"жёлтый","1) gelb"
"член","1) Mitglied 2) Glied"
"доста́точно","1) ausreichend, genügend, hinreichend"
"хлеб","1) Brot 2) Getreide, Körnerfrüchte"
"присла́ть","1) schicken, zuschicken, senden, hersenden"
"золото́й","1) Gold-, golden"
"полити́ческий","1) politisch"
"обы́чный","1) gewöhnlich, gewohnt, üblich 2) normalerweise"
"литерату́ра","1) Literatur"
"стри́нги","1) der Tanga, der Stringtanga"
"ге́теро","1) Hetero, Heterosexueller, Heterosexuelle"
"попко́рн","1) Popcorn"
"сиду́шка","1) Sitzplatz"
"безо́блачно","1) wolkenlos"
